,periodo,mes,dia,clase_atropello,clase_caida_ocupante,clase_choque,clase_choque_y_atropello,clase_incendio,clase_otro,clase_volcamiento,fecha,date
358,2014,12,25,17,7,36,0,0,15,2,2014-12-25,2014-12-25
359,2014,12,26,18,4,74,0,0,13,3,2014-12-26,2014-12-26
360,2014,12,27,9,12,54,0,0,14,1,2014-12-27,2014-12-27
361,2014,12,28,10,5,39,0,0,10,2,2014-12-28,2014-12-28
362,2014,12,29,9,6,86,0,0,11,7,2014-12-29,2014-12-29
363,2014,12,30,12,9,76,0,0,13,2,2014-12-30,2014-12-30
364,2014,12,31,16,6,50,0,0,6,1,2014-12-31,2014-12-31
365,2015,01,01,26,10,20,0,0,7,3,2015-01-01,2015-01-01
366,2015,01,02,10,8,42,0,0,9,3,2015-01-02,2015-01-02
367,2015,01,03,11,11,41,0,0,7,1,2015-01-03,2015-01-03
368,2015,01,04,8,11,30,0,0,5,1,2015-01-04,2015-01-04
369,2015,01,05,8,3,52,0,0,6,6,2015-01-05,2015-01-05
370,2015,01,06,12,4,69,0,0,9,4,2015-01-06,2015-01-06
371,2015,01,07,14,5,53,0,0,9,1,2015-01-07,2015-01-07
372,2015,01,08,7,4,55,0,0,9,5,2015-01-08,2015-01-08
373,2015,01,09,16,14,58,0,0,7,3,2015-01-09,2015-01-09
374,2015,01,10,18,9,55,0,0,4,2,2015-01-10,2015-01-10
375,2015,01,11,10,6,36,0,0,8,2,2015-01-11,2015-01-11
376,2015,01,12,7,12,30,0,0,6,3,2015-01-12,2015-01-12
377,2015,01,13,15,10,98,0,0,30,5,2015-01-13,2015-01-13
378,2015,01,14,10,11,70,0,0,9,2,2015-01-14,2015-01-14
379,2015,01,15,10,11,61,0,0,6,7,2015-01-15,2015-01-15
380,2015,01,16,16,12,63,0,0,12,4,2015-01-16,2015-01-16
381,2015,01,17,9,14,57,0,0,24,2,2015-01-17,2015-01-17
382,2015,01,18,12,8,41,0,0,2,2,2015-01-18,2015-01-18
383,2015,01,19,8,14,71,0,0,5,1,2015-01-19,2015-01-19
384,2015,01,20,11,11,92,0,0,18,6,2015-01-20,2015-01-20
385,2015,01,21,13,16,77,0,0,16,4,2015-01-21,2015-01-21
386,2015,01,22,12,8,86,0,0,28,3,2015-01-22,2015-01-22
387,2015,01,23,8,8,68,0,0,18,2,2015-01-23,2015-01-23
388,2015,01,24,16,9,64,0,0,7,3,2015-01-24,2015-01-24
389,2015,01,25,19,13,36,0,0,8,1,2015-01-25,2015-01-25
390,2015,01,26,10,12,63,0,0,14,3,2015-01-26,2015-01-26
391,2015,01,27,11,11,73,0,0,18,8,2015-01-27,2015-01-27
392,2015,01,28,7,7,73,0,0,7,1,2015-01-28,2015-01-28
393,2015,01,29,15,10,83,0,0,9,2,2015-01-29,2015-01-29
394,2015,01,30,7,5,65,0,0,11,4,2015-01-30,2015-01-30
395,2015,01,31,15,5,76,0,0,5,2,2015-01-31,2015-01-31
396,2015,02,01,11,7,48,0,0,6,4,2015-02-01,2015-02-01
397,2015,02,02,17,12,82,0,0,11,6,2015-02-02,2015-02-02
398,2015,02,03,17,14,92,0,0,13,1,2015-02-03,2015-02-03
399,2015,02,04,10,11,68,0,0,8,2,2015-02-04,2015-02-04
400,2015,02,05,13,21,83,0,0,18,0,2015-02-05,2015-02-05
401,2015,02,06,13,16,96,0,0,16,2,2015-02-06,2015-02-06
402,2015,02,07,11,11,66,0,0,12,5,2015-02-07,2015-02-07
403,2015,02,08,14,7,54,0,0,17,3,2015-02-08,2015-02-08
404,2015,02,09,16,10,81,0,0,28,5,2015-02-09,2015-02-09
405,2015,02,10,7,13,102,0,0,13,2,2015-02-10,2015-02-10
406,2015,02,11,17,7,67,0,0,8,2,2015-02-11,2015-02-11
407,2015,02,12,12,10,89,0,0,10,5,2015-02-12,2015-02-12
408,2015,02,13,11,10,101,0,0,11,3,2015-02-13,2015-02-13
409,2015,02,14,10,13,69,0,0,7,3,2015-02-14,2015-02-14
410,2015,02,15,11,2,61,0,0,14,4,2015-02-15,2015-02-15
411,2015,02,16,19,6,93,0,0,8,3,2015-02-16,2015-02-16
412,2015,02,17,9,7,96,0,0,11,5,2015-02-17,2015-02-17
413,2015,02,18,16,9,78,0,0,9,6,2015-02-18,2015-02-18
414,2015,02,19,15,5,97,0,0,18,2,2015-02-19,2015-02-19
415,2015,02,20,10,13,91,0,0,17,3,2015-02-20,2015-02-20
416,2015,02,21,15,6,67,0,0,7,12,2015-02-21,2015-02-21
417,2015,02,22,5,7,49,0,0,5,1,2015-02-22,2015-02-22
418,2015,02,23,14,6,80,0,0,11,2,2015-02-23,2015-02-23
419,2015,02,24,10,13,89,0,0,10,1,2015-02-24,2015-02-24
420,2015,02,25,20,8,79,0,0,13,2,2015-02-25,2015-02-25
421,2015,02,26,11,7,88,0,0,13,3,2015-02-26,2015-02-26
422,2015,02,27,16,7,89,0,0,6,6,2015-02-27,2015-02-27
423,2015,02,28,14,11,70,0,0,13,7,2015-02-28,2015-02-28
424,2015,03,01,15,7,58,0,0,18,4,2015-03-01,2015-03-01
425,2015,03,02,15,12,81,0,0,12,1,2015-03-02,2015-03-02
426,2015,03,03,14,12,87,0,0,14,3,2015-03-03,2015-03-03
427,2015,03,04,15,11,87,0,0,17,0,2015-03-04,2015-03-04
428,2015,03,05,14,13,83,0,0,13,2,2015-03-05,2015-03-05
429,2015,03,06,23,18,75,0,0,12,1,2015-03-06,2015-03-06
430,2015,03,07,7,16,77,0,0,12,4,2015-03-07,2015-03-07
431,2015,03,08,13,11,55,0,0,13,2,2015-03-08,2015-03-08
432,2015,03,09,10,6,84,0,0,13,4,2015-03-09,2015-03-09
433,2015,03,10,12,12,116,0,0,7,3,2015-03-10,2015-03-10
434,2015,03,11,7,12,74,0,0,7,3,2015-03-11,2015-03-11
435,2015,03,12,14,17,88,0,0,9,6,2015-03-12,2015-03-12
436,2015,03,13,15,6,80,0,0,18,0,2015-03-13,2015-03-13
437,2015,03,14,20,17,72,0,0,6,4,2015-03-14,2015-03-14
438,2015,03,15,19,13,49,0,0,9,4,2015-03-15,2015-03-15
439,2015,03,16,7,16,85,0,0,13,7,2015-03-16,2015-03-16
440,2015,03,17,14,15,89,0,0,4,6,2015-03-17,2015-03-17
441,2015,03,18,10,16,69,0,0,13,3,2015-03-18,2015-03-18
442,2015,03,19,7,18,101,0,0,15,2,2015-03-19,2015-03-19
443,2015,03,20,11,10,96,0,0,7,3,2015-03-20,2015-03-20
444,2015,03,21,15,10,92,0,0,13,4,2015-03-21,2015-03-21
445,2015,03,22,10,10,43,0,0,11,4,2015-03-22,2015-03-22
446,2015,03,23,9,3,46,0,0,14,2,2015-03-23,2015-03-23
447,2015,03,24,13,6,96,0,0,15,3,2015-03-24,2015-03-24
448,2015,03,25,10,11,98,0,0,17,5,2015-03-25,2015-03-25
449,2015,03,26,15,11,74,0,0,14,0,2015-03-26,2015-03-26
450,2015,03,27,13,11,89,0,0,17,4,2015-03-27,2015-03-27
451,2015,03,28,16,13,69,0,0,12,1,2015-03-28,2015-03-28
452,2015,03,29,8,11,38,0,0,11,2,2015-03-29,2015-03-29
453,2015,03,30,9,13,89,0,0,13,2,2015-03-30,2015-03-30
454,2015,03,31,17,10,67,0,0,6,0,2015-03-31,2015-03-31
455,2015,04,01,14,12,78,0,0,10,4,2015-04-01,2015-04-01
456,2015,04,02,10,5,34,0,0,11,3,2015-04-02,2015-04-02
457,2015,04,03,1,4,26,0,0,4,1,2015-04-03,2015-04-03
458,2015,04,04,5,5,49,0,0,13,1,2015-04-04,2015-04-04
459,2015,04,05,6,7,34,0,0,10,2,2015-04-05,2015-04-05
460,2015,04,06,10,5,95,0,0,11,4,2015-04-06,2015-04-06
461,2015,04,07,18,8,69,0,0,8,2,2015-04-07,2015-04-07
462,2015,04,08,8,16,93,0,0,12,5,2015-04-08,2015-04-08
463,2015,04,09,13,7,80,0,0,15,5,2015-04-09,2015-04-09
464,2015,04,10,11,16,100,0,0,11,4,2015-04-10,2015-04-10
465,2015,04,11,14,8,87,0,0,10,3,2015-04-11,2015-04-11
466,2015,04,12,3,5,48,0,0,14,2,2015-04-12,2015-04-12
467,2015,04,13,14,10,91,0,0,14,7,2015-04-13,2015-04-13
468,2015,04,14,11,18,63,0,0,17,2,2015-04-14,2015-04-14
469,2015,04,15,8,17,64,0,0,13,5,2015-04-15,2015-04-15
470,2015,04,16,15,14,91,0,0,15,2,2015-04-16,2015-04-16
471,2015,04,17,8,14,92,0,0,16,10,2015-04-17,2015-04-17
472,2015,04,18,14,12,83,0,0,9,2,2015-04-18,2015-04-18
473,2015,04,19,11,5,33,0,0,5,0,2015-04-19,2015-04-19
474,2015,04,20,14,9,108,0,0,8,2,2015-04-20,2015-04-20
475,2015,04,21,13,12,102,0,0,13,8,2015-04-21,2015-04-21
476,2015,04,22,15,8,68,0,0,10,2,2015-04-22,2015-04-22
477,2015,04,23,14,10,115,0,0,6,3,2015-04-23,2015-04-23
478,2015,04,24,17,13,108,0,0,10,2,2015-04-24,2015-04-24
479,2015,04,25,15,8,76,0,0,8,5,2015-04-25,2015-04-25
480,2015,04,26,12,12,63,0,0,11,0,2015-04-26,2015-04-26
481,2015,04,27,17,5,100,0,0,9,3,2015-04-27,2015-04-27
482,2015,04,28,16,13,96,0,0,14,4,2015-04-28,2015-04-28
483,2015,04,29,14,7,91,0,0,17,4,2015-04-29,2015-04-29
484,2015,04,30,10,11,101,0,0,10,2,2015-04-30,2015-04-30
485,2015,05,01,15,11,51,0,0,5,2,2015-05-01,2015-05-01
486,2015,05,02,13,7,76,0,0,13,3,2015-05-02,2015-05-02
487,2015,05,03,8,12,48,0,0,13,1,2015-05-03,2015-05-03
488,2015,05,04,15,16,79,0,0,25,7,2015-05-04,2015-05-04
489,2015,05,05,8,13,80,0,0,12,0,2015-05-05,2015-05-05
490,2015,05,06,10,23,68,0,0,10,3,2015-05-06,2015-05-06
491,2015,05,07,16,10,106,0,0,9,0,2015-05-07,2015-05-07
492,2015,05,08,14,8,87,0,0,10,2,2015-05-08,2015-05-08
493,2015,05,09,18,11,105,0,0,14,3,2015-05-09,2015-05-09
494,2015,05,10,10,11,71,0,0,12,3,2015-05-10,2015-05-10
495,2015,05,11,14,18,88,0,0,11,7,2015-05-11,2015-05-11
496,2015,05,12,15,15,109,0,0,13,3,2015-05-12,2015-05-12
497,2015,05,13,8,8,96,0,0,9,4,2015-05-13,2015-05-13
498,2015,05,14,10,5,85,0,0,8,4,2015-05-14,2015-05-14
499,2015,05,15,15,12,95,0,0,10,9,2015-05-15,2015-05-15
500,2015,05,16,17,5,95,0,0,13,5,2015-05-16,2015-05-16
501,2015,05,17,16,7,36,0,0,7,3,2015-05-17,2015-05-17
502,2015,05,18,12,7,48,0,0,7,7,2015-05-18,2015-05-18
503,2015,05,19,17,9,96,0,0,11,1,2015-05-19,2015-05-19
504,2015,05,20,14,18,79,0,0,8,1,2015-05-20,2015-05-20
505,2015,05,21,12,16,84,0,0,19,4,2015-05-21,2015-05-21
506,2015,05,22,20,13,96,0,0,18,5,2015-05-22,2015-05-22
507,2015,05,23,15,8,84,0,0,6,3,2015-05-23,2015-05-23
508,2015,05,24,10,8,33,0,0,11,3,2015-05-24,2015-05-24
509,2015,05,25,14,17,80,0,0,21,5,2015-05-25,2015-05-25
510,2015,05,26,16,14,81,0,0,6,2,2015-05-26,2015-05-26
511,2015,05,27,16,10,85,0,0,14,2,2015-05-27,2015-05-27
512,2015,05,28,11,6,85,0,0,15,4,2015-05-28,2015-05-28
513,2015,05,29,13,4,83,0,0,19,4,2015-05-29,2015-05-29
514,2015,05,30,7,8,92,0,0,7,1,2015-05-30,2015-05-30
515,2015,05,31,14,10,52,0,0,13,3,2015-05-31,2015-05-31
516,2015,06,01,12,14,88,0,0,15,3,2015-06-01,2015-06-01
517,2015,06,02,16,9,79,0,0,14,2,2015-06-02,2015-06-02
518,2015,06,03,21,12,104,0,0,15,0,2015-06-03,2015-06-03
519,2015,06,04,10,9,80,0,0,14,3,2015-06-04,2015-06-04
520,2015,06,05,19,10,78,0,0,10,4,2015-06-05,2015-06-05
521,2015,06,06,15,9,100,0,0,10,4,2015-06-06,2015-06-06
522,2015,06,07,13,11,43,0,0,6,6,2015-06-07,2015-06-07
523,2015,06,08,10,11,38,0,0,6,3,2015-06-08,2015-06-08
524,2015,06,09,13,9,89,0,0,14,2,2015-06-09,2015-06-09
525,2015,06,10,11,23,87,0,0,11,4,2015-06-10,2015-06-10
526,2015,06,11,19,5,78,0,0,8,3,2015-06-11,2015-06-11
527,2015,06,12,10,5,98,0,0,10,3,2015-06-12,2015-06-12
528,2015,06,13,9,4,65,0,0,13,1,2015-06-13,2015-06-13
529,2015,06,14,10,6,44,0,0,10,5,2015-06-14,2015-06-14
530,2015,06,15,10,8,37,0,0,16,3,2015-06-15,2015-06-15
531,2015,06,16,9,10,100,0,0,5,3,2015-06-16,2015-06-16
532,2015,06,17,17,6,73,0,0,9,9,2015-06-17,2015-06-17
533,2015,06,18,14,8,78,0,0,10,3,2015-06-18,2015-06-18
534,2015,06,19,15,12,96,0,0,11,2,2015-06-19,2015-06-19
535,2015,06,20,13,19,71,0,0,7,5,2015-06-20,2015-06-20
536,2015,06,21,6,10,48,0,0,7,4,2015-06-21,2015-06-21
537,2015,06,22,7,11,66,0,0,8,2,2015-06-22,2015-06-22
538,2015,06,23,15,15,82,0,0,2,4,2015-06-23,2015-06-23
539,2015,06,24,13,6,92,0,0,12,2,2015-06-24,2015-06-24
540,2015,06,25,12,10,64,0,0,8,5,2015-06-25,2015-06-25
541,2015,06,26,15,14,81,0,0,9,7,2015-06-26,2015-06-26
542,2015,06,27,21,8,71,0,0,8,4,2015-06-27,2015-06-27
543,2015,06,28,7,1,25,0,0,5,0,2015-06-28,2015-06-28
544,2015,06,29,10,8,36,0,0,5,5,2015-06-29,2015-06-29
545,2015,06,30,13,6,95,0,0,8,7,2015-06-30,2015-06-30
546,2015,07,01,10,10,81,0,0,8,2,2015-07-01,2015-07-01
547,2015,07,02,12,7,83,0,0,10,2,2015-07-02,2015-07-02
548,2015,07,03,13,3,75,0,0,12,3,2015-07-03,2015-07-03
549,2015,07,04,21,11,73,0,0,7,3,2015-07-04,2015-07-04
550,2015,07,05,11,4,50,0,0,5,5,2015-07-05,2015-07-05
551,2015,07,06,11,22,93,0,0,7,9,2015-07-06,2015-07-06
552,2015,07,07,18,12,88,0,0,13,3,2015-07-07,2015-07-07
553,2015,07,08,12,8,88,0,0,19,11,2015-07-08,2015-07-08
554,2015,07,09,14,9,87,0,0,8,9,2015-07-09,2015-07-09
555,2015,07,10,18,4,87,0,0,16,6,2015-07-10,2015-07-10
556,2015,07,11,11,10,73,0,0,9,5,2015-07-11,2015-07-11
557,2015,07,12,12,8,53,0,0,16,4,2015-07-12,2015-07-12
558,2015,07,13,9,14,90,0,0,16,7,2015-07-13,2015-07-13
559,2015,07,14,10,11,89,0,0,16,5,2015-07-14,2015-07-14
560,2015,07,15,15,8,87,0,0,31,11,2015-07-15,2015-07-15
561,2015,07,16,9,6,87,0,0,14,9,2015-07-16,2015-07-16
562,2015,07,17,16,9,104,0,0,12,5,2015-07-17,2015-07-17
563,2015,07,18,18,9,81,0,0,9,9,2015-07-18,2015-07-18
564,2015,07,19,8,11,38,0,0,12,8,2015-07-19,2015-07-19
565,2015,07,20,13,6,45,0,0,6,7,2015-07-20,2015-07-20
566,2015,07,21,7,11,102,0,0,8,3,2015-07-21,2015-07-21
567,2015,07,22,9,12,76,0,0,10,3,2015-07-22,2015-07-22
568,2015,07,23,11,4,86,0,0,15,4,2015-07-23,2015-07-23
569,2015,07,24,13,12,85,0,0,12,3,2015-07-24,2015-07-24
570,2015,07,25,16,5,88,0,0,15,2,2015-07-25,2015-07-25
571,2015,07,26,9,8,39,0,0,9,2,2015-07-26,2015-07-26
572,2015,07,27,10,14,95,0,0,8,2,2015-07-27,2015-07-27
573,2015,07,28,5,11,102,0,0,9,9,2015-07-28,2015-07-28
574,2015,07,29,18,12,92,0,0,19,2,2015-07-29,2015-07-29
575,2015,07,30,10,14,82,0,0,14,4,2015-07-30,2015-07-30
576,2015,07,31,13,7,103,0,0,7,3,2015-07-31,2015-07-31
577,2015,08,01,17,4,77,0,0,9,5,2015-08-01,2015-08-01
578,2015,08,02,14,8,62,0,0,8,5,2015-08-02,2015-08-02
579,2015,08,03,10,17,110,0,0,4,3,2015-08-03,2015-08-03
580,2015,08,04,6,8,102,0,0,15,11,2015-08-04,2015-08-04
581,2015,08,05,13,12,110,0,0,8,3,2015-08-05,2015-08-05
582,2015,08,06,14,6,104,0,0,14,3,2015-08-06,2015-08-06
583,2015,08,07,10,9,60,0,0,10,7,2015-08-07,2015-08-07
584,2015,08,08,15,24,85,0,0,6,2,2015-08-08,2015-08-08
585,2015,08,09,15,7,52,0,0,5,3,2015-08-09,2015-08-09
586,2015,08,10,8,15,85,0,0,10,3,2015-08-10,2015-08-10
587,2015,08,11,12,14,91,0,0,10,3,2015-08-11,2015-08-11
588,2015,08,12,18,2,65,0,0,13,5,2015-08-12,2015-08-12
589,2015,08,13,12,12,77,0,0,11,4,2015-08-13,2015-08-13
590,2015,08,14,8,7,107,0,0,13,5,2015-08-14,2015-08-14
591,2015,08,15,15,10,91,0,0,12,3,2015-08-15,2015-08-15
592,2015,08,16,9,16,46,0,0,16,6,2015-08-16,2015-08-16
593,2015,08,17,8,7,44,0,0,12,4,2015-08-17,2015-08-17
594,2015,08,18,11,21,112,0,0,25,14,2015-08-18,2015-08-18
595,2015,08,19,14,9,75,0,0,10,3,2015-08-19,2015-08-19
596,2015,08,20,7,14,86,0,0,8,4,2015-08-20,2015-08-20
597,2015,08,21,5,6,80,0,0,9,8,2015-08-21,2015-08-21
598,2015,08,22,9,12,64,0,0,6,3,2015-08-22,2015-08-22
599,2015,08,23,7,11,37,0,0,13,2,2015-08-23,2015-08-23
600,2015,08,24,12,15,80,0,0,32,5,2015-08-24,2015-08-24
601,2015,08,25,11,16,80,0,0,9,3,2015-08-25,2015-08-25
602,2015,08,26,8,10,86,0,0,15,5,2015-08-26,2015-08-26
603,2015,08,27,20,10,71,0,0,22,4,2015-08-27,2015-08-27
604,2015,08,28,23,24,115,0,0,17,4,2015-08-28,2015-08-28
605,2015,08,29,17,11,94,0,0,8,6,2015-08-29,2015-08-29
606,2015,08,30,11,9,49,0,0,16,4,2015-08-30,2015-08-30
607,2015,08,31,11,18,75,0,0,11,5,2015-08-31,2015-08-31
608,2015,09,01,12,12,88,0,0,11,4,2015-09-01,2015-09-01
609,2015,09,02,10,9,92,0,0,11,7,2015-09-02,2015-09-02
610,2015,09,03,14,9,98,0,0,11,2,2015-09-03,2015-09-03
611,2015,09,04,15,14,110,0,0,7,5,2015-09-04,2015-09-04
612,2015,09,05,15,4,88,0,0,5,1,2015-09-05,2015-09-05
613,2015,09,06,11,4,51,0,0,19,7,2015-09-06,2015-09-06
614,2015,09,07,10,17,98,0,0,8,5,2015-09-07,2015-09-07
615,2015,09,08,14,4,76,0,0,12,3,2015-09-08,2015-09-08
616,2015,09,09,14,7,95,0,0,13,4,2015-09-09,2015-09-09
617,2015,09,10,21,23,82,0,0,18,11,2015-09-10,2015-09-10
618,2015,09,11,9,13,112,0,0,22,6,2015-09-11,2015-09-11
619,2015,09,12,14,8,84,0,0,12,8,2015-09-12,2015-09-12
620,2015,09,13,13,5,55,0,0,16,3,2015-09-13,2015-09-13
621,2015,09,14,18,11,107,0,0,15,2,2015-09-14,2015-09-14
622,2015,09,15,13,10,85,0,0,8,5,2015-09-15,2015-09-15
623,2015,09,16,12,8,92,0,0,13,3,2015-09-16,2015-09-16
624,2015,09,17,13,16,106,0,0,23,2,2015-09-17,2015-09-17
625,2015,09,18,17,14,106,0,0,15,8,2015-09-18,2015-09-18
626,2015,09,19,14,9,89,0,0,12,4,2015-09-19,2015-09-19
627,2015,09,20,9,8,39,0,0,13,3,2015-09-20,2015-09-20
628,2015,09,21,8,8,104,0,0,9,8,2015-09-21,2015-09-21
629,2015,09,22,16,10,77,0,0,8,3,2015-09-22,2015-09-22
630,2015,09,23,10,6,83,0,0,12,3,2015-09-23,2015-09-23
631,2015,09,24,17,14,92,0,0,10,8,2015-09-24,2015-09-24
632,2015,09,25,12,14,83,0,0,5,9,2015-09-25,2015-09-25
633,2015,09,26,12,8,78,0,0,7,4,2015-09-26,2015-09-26
634,2015,09,27,8,6,50,0,0,11,6,2015-09-27,2015-09-27
635,2015,09,28,10,14,89,0,0,9,4,2015-09-28,2015-09-28
636,2015,09,29,12,14,89,0,0,10,0,2015-09-29,2015-09-29
637,2015,09,30,15,15,88,0,0,14,4,2015-09-30,2015-09-30
638,2015,10,01,4,22,94,0,0,21,6,2015-10-01,2015-10-01
639,2015,10,02,18,3,103,0,0,12,2,2015-10-02,2015-10-02
640,2015,10,03,8,10,91,0,0,7,2,2015-10-03,2015-10-03
641,2015,10,04,7,5,53,0,0,14,1,2015-10-04,2015-10-04
642,2015,10,05,12,6,96,0,0,10,3,2015-10-05,2015-10-05
643,2015,10,06,17,11,88,0,0,15,5,2015-10-06,2015-10-06
644,2015,10,07,12,5,86,0,0,11,6,2015-10-07,2015-10-07
645,2015,10,08,12,14,77,0,0,11,3,2015-10-08,2015-10-08
646,2015,10,09,17,8,74,0,0,9,3,2015-10-09,2015-10-09
647,2015,10,10,12,7,92,0,0,13,4,2015-10-10,2015-10-10
648,2015,10,11,10,10,40,0,0,5,11,2015-10-11,2015-10-11
649,2015,10,12,10,8,38,0,1,13,1,2015-10-12,2015-10-12
650,2015,10,13,9,17,100,0,0,21,10,2015-10-13,2015-10-13
651,2015,10,14,15,11,74,0,0,6,2,2015-10-14,2015-10-14
652,2015,10,15,9,17,67,0,0,19,10,2015-10-15,2015-10-15
653,2015,10,16,19,13,88,0,0,15,5,2015-10-16,2015-10-16
654,2015,10,17,17,6,92,0,0,15,3,2015-10-17,2015-10-17
655,2015,10,18,8,9,42,0,0,17,0,2015-10-18,2015-10-18
656,2015,10,19,16,9,103,0,0,11,4,2015-10-19,2015-10-19
657,2015,10,20,8,11,99,0,0,15,7,2015-10-20,2015-10-20
658,2015,10,21,11,9,84,0,0,13,5,2015-10-21,2015-10-21
659,2015,10,22,17,12,76,0,0,12,4,2015-10-22,2015-10-22
660,2015,10,23,8,12,86,0,0,14,2,2015-10-23,2015-10-23
661,2015,10,24,7,5,90,0,0,7,7,2015-10-24,2015-10-24
662,2015,10,25,9,3,44,0,0,10,0,2015-10-25,2015-10-25
663,2015,10,26,6,12,75,0,0,11,4,2015-10-26,2015-10-26
664,2015,10,27,12,7,69,0,0,10,2,2015-10-27,2015-10-27
665,2015,10,28,12,2,80,0,0,11,3,2015-10-28,2015-10-28
666,2015,10,29,14,8,91,0,0,17,6,2015-10-29,2015-10-29
667,2015,10,30,13,10,114,0,0,12,2,2015-10-30,2015-10-30
668,2015,10,31,17,5,77,0,0,18,11,2015-10-31,2015-10-31
669,2015,11,01,13,7,41,0,0,3,8,2015-11-01,2015-11-01
670,2015,11,02,5,8,39,0,0,7,3,2015-11-02,2015-11-02
671,2015,11,03,21,13,80,0,0,5,1,2015-11-03,2015-11-03
672,2015,11,04,10,2,86,0,0,17,6,2015-11-04,2015-11-04
673,2015,11,05,5,18,92,0,0,12,5,2015-11-05,2015-11-05
674,2015,11,06,13,11,105,0,0,3,2,2015-11-06,2015-11-06
675,2015,11,07,14,4,87,0,0,10,3,2015-11-07,2015-11-07
676,2015,11,08,8,12,40,0,0,9,5,2015-11-08,2015-11-08
677,2015,11,09,6,5,80,0,0,14,5,2015-11-09,2015-11-09
678,2015,11,10,12,17,103,0,0,11,4,2015-11-10,2015-11-10
679,2015,11,11,8,17,103,0,0,9,4,2015-11-11,2015-11-11
680,2015,11,12,14,8,71,0,0,13,3,2015-11-12,2015-11-12
681,2015,11,13,15,10,94,0,0,10,2,2015-11-13,2015-11-13
682,2015,11,14,7,5,67,0,0,7,8,2015-11-14,2015-11-14
683,2015,11,15,6,9,39,0,0,10,3,2015-11-15,2015-11-15
684,2015,11,16,5,11,36,0,0,19,3,2015-11-16,2015-11-16
685,2015,11,17,13,9,91,0,0,17,9,2015-11-17,2015-11-17
686,2015,11,18,9,11,75,0,0,17,17,2015-11-18,2015-11-18
687,2015,11,19,10,12,78,0,0,14,7,2015-11-19,2015-11-19
688,2015,11,20,11,14,87,0,0,10,7,2015-11-20,2015-11-20
689,2015,11,21,11,13,80,0,0,5,4,2015-11-21,2015-11-21
690,2015,11,22,12,5,57,0,0,8,4,2015-11-22,2015-11-22
691,2015,11,23,12,14,93,0,0,18,5,2015-11-23,2015-11-23
692,2015,11,24,8,7,87,0,0,15,3,2015-11-24,2015-11-24
693,2015,11,25,9,13,84,0,0,17,4,2015-11-25,2015-11-25
694,2015,11,26,14,10,92,0,0,11,3,2015-11-26,2015-11-26
695,2015,11,27,11,12,98,0,0,6,5,2015-11-27,2015-11-27
696,2015,11,28,14,8,82,0,0,18,0,2015-11-28,2015-11-28
697,2015,11,29,5,8,44,0,0,10,1,2015-11-29,2015-11-29
698,2015,11,30,10,7,74,0,0,17,4,2015-11-30,2015-11-30
699,2015,12,01,16,13,84,0,0,17,4,2015-12-01,2015-12-01
700,2015,12,02,13,9,103,0,0,7,1,2015-12-02,2015-12-02
701,2015,12,03,7,17,104,0,0,18,5,2015-12-03,2015-12-03
702,2015,12,04,10,13,86,0,0,11,3,2015-12-04,2015-12-04
703,2015,12,05,26,7,91,0,0,13,5,2015-12-05,2015-12-05
704,2015,12,06,8,11,31,0,0,9,1,2015-12-06,2015-12-06
705,2015,12,07,11,15,121,0,0,12,2,2015-12-07,2015-12-07
706,2015,12,08,14,5,65,0,0,7,5,2015-12-08,2015-12-08
707,2015,12,09,11,9,98,0,0,9,3,2015-12-09,2015-12-09
708,2015,12,10,14,7,89,0,0,8,10,2015-12-10,2015-12-10
709,2015,12,11,10,9,79,0,0,11,2,2015-12-11,2015-12-11
710,2015,12,12,11,13,104,0,0,8,4,2015-12-12,2015-12-12
711,2015,12,13,15,9,57,0,0,13,1,2015-12-13,2015-12-13
712,2015,12,14,10,12,98,0,0,10,8,2015-12-14,2015-12-14
713,2015,12,15,13,11,91,0,0,19,4,2015-12-15,2015-12-15
714,2015,12,16,12,6,109,0,0,21,6,2015-12-16,2015-12-16
715,2015,12,17,15,11,74,0,0,13,1,2015-12-17,2015-12-17
716,2015,12,18,15,6,95,0,0,13,8,2015-12-18,2015-12-18
717,2015,12,19,15,5,90,0,0,11,5,2015-12-19,2015-12-19
718,2015,12,20,17,8,57,0,0,8,5,2015-12-20,2015-12-20
719,2015,12,21,8,11,81,0,0,13,4,2015-12-21,2015-12-21
720,2015,12,22,9,8,99,0,0,19,5,2015-12-22,2015-12-22
721,2015,12,23,10,10,85,0,0,7,5,2015-12-23,2015-12-23
722,2015,12,24,18,10,79,0,0,15,2,2015-12-24,2015-12-24
723,2015,12,25,13,4,36,0,0,6,4,2015-12-25,2015-12-25
724,2015,12,26,9,11,45,0,0,13,2,2015-12-26,2015-12-26
725,2015,12,27,10,5,29,0,0,9,8,2015-12-27,2015-12-27
726,2015,12,28,12,7,63,0,0,5,3,2015-12-28,2015-12-28
727,2015,12,29,10,2,80,0,0,2,3,2015-12-29,2015-12-29
728,2015,12,30,10,8,87,0,0,8,1,2015-12-30,2015-12-30
729,2015,12,31,15,9,44,0,0,8,0,2015-12-31,2015-12-31
730,2016,01,01,12,11,33,0,0,8,3,2016-01-01,2016-01-01
731,2016,01,02,5,6,36,0,0,4,8,2016-01-02,2016-01-02
732,2016,01,03,7,5,33,0,0,7,8,2016-01-03,2016-01-03
733,2016,01,04,6,14,54,0,0,14,4,2016-01-04,2016-01-04
